"Publish End Date","Publish End Date"
"Set an end date for when the Slide should officially be excluded from the Slider","Set an end date for when the Slide should officially be excluded from the Slider"
"Slide Classes","Slide Classes"
"Add optional class names to the Slide to target the Slide with custom CSS or JavaScript","Add optional class names to the Slide to target the Slide with custom CSS or JavaScript"
"Slide ID","Slide ID"
"Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript","Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript"
"Data Attributes","Data Attributes"
"Optional data-attributes that can be added to the Slide to target it with custom CSS or JavaScript","Optional data-attributes that can be added to the Slide to target it with custom CSS or JavaScript"
"Enable Slide Link","Enable Slide Link"
"Add a link to the entire Slide area","Add a link to the entire Slide area"
"Link Type","Link Type"
"Choose a traditional link to the Slide to navigate to a new web page or another Slide","Choose a traditional link to the Slide to navigate to a new web page or another Slide"
"Link URL","Link URL"
"The url to go to when the Slide is clicked","The url to go to when the Slide is clicked"
"Link Target","Link Target"
"The <a href='https://www.w3schools.com/tags/att_link_target.asp' target='_blank'>target attribute</a> for the Slide link","The <a href='https://www.w3schools.com/tags/att_link_target.asp' target='_blank'>target attribute</a> for the Slide link"
"Link to Slide","Link to Slide"
"Link to another Slide in the Slider","Link to another Slide in the Slider"
"Link Sensibility","Link Sensibility"
"Choose of the Slide link should be placed behind or above the Slide's Layer content","Choose of the Slide link should be placed behind or above the Slide's Layer content"
"Enable the PanZoom effect by default for this Slide","Enable the PanZoom effect by default for this Slide"
"The starting zoom percentage","The starting zoom percentage"
"The ending zoom percentage","The ending zoom percentage"
"The starting x position for the PanZoom movement","The starting x position for the PanZoom movement"
"The end x position for the PanZoom movement","The end x position for the PanZoom movement"
"The starting y position for the PanZoom movement","The starting y position for the PanZoom movement"
"The ending y position for the PanZoom movement","The ending y position for the PanZoom movement"
"The starting rotation for the PanZoom effect (deg)","The starting rotation for the PanZoom effect (deg)"
"The ending rotation for the PanZoom effect (deg)","The ending rotation for the PanZoom effect (deg)"
"The starting image blur for the PanZoom effect (px)","The starting image blur for the PanZoom effect (px)"
"The ending image blur for the PanZoom effect (px)","The ending image blur for the PanZoom effect (px)"
"The easing equation.  <a href='https://greensock.com/ease-visualizer' target=_'blank'>View visualization</a>","The easing equation.  <a href='https://greensock.com/ease-visualizer' target=_'blank'>View visualization</a>"
"The easing duration in milliseconds","The easing duration in milliseconds"
"Parameter Value","Parameter Value"
"Slide data that can be used for navigation text/data","Slide data that can be used for navigation text/data"
"Max Characters","Max Characters"
"The maximum characters/letters to display for the paramater","The maximum characters/letters to display for the paramater"
"A Slide description for certain navigation types","A Slide description for certain navigation types"
"Slide Looping","Slide Looping"
"Loop all or part of the current Slide's timeline","Loop all or part of the current Slide's timeline"
"Slide Loop Repeat","Slide Loop Repeat"
"Enter a specific amount of times the Slide's timeeline should loop or use 'unlimited' to loop continusously until the Slide changes","Enter a specific amount of times the Slide's timeeline should loop or use 'unlimited' to loop continusously until the Slide changes"
"Slide Loop Start","Slide Loop Start"
"The point in the timeline where the looping should begin","The point in the timeline where the looping should begin"
"Slide Loop End","Slide Loop End"
"The <a href='http://docs.themepunch.com/slider-revolution/parallax-3d-effect/#depths' target='_blank'>parallax level</a> to apply to the Slide's main background","The <a href='http://docs.themepunch.com/slider-revolution/parallax-3d-effect/#depths' target='_blank'>parallax level</a> to apply to the Slide's main background"
"Fade Effect","Fade Effect"
"Fade Layers in and out as the page scrolls into and out of view","Fade Layers in and out as the page scrolls into and out of view"
"Blur Effect","Blur Effect"
"Blur Layers in and out as the page scrolls into and out of view","Blur Layers in and out as the page scrolls into and out of view"
"Grayscale Effect","Grayscale Effect"
"Aply a grayscale filter to Layers as the page scrolls into and out of view","Aply a grayscale filter to Layers as the page scrolls into and out of view"
"Layer Text","Layer Text"
"The html/text for the selected Layer's content.  'Idle' is the default text.  And 'Toggle' is alternative text to show when the Layer is clicked.","The html/text for the selected Layer's content.  'Idle' is the default text.  And 'Toggle' is alternative text to show when the Layer is clicked."
Placeholder,Placeholder
"Optional placeholder attribute for the Layer's wrapper","Optional placeholder attribute for the Layer's wrapper"
"Line Break Behavior","Line Break Behavior"
"Choose how text should wrap/break onto lines lines","Choose how text should wrap/break onto lines lines"
"Choose if the Image source should be populated by the Slide's social stream content","Choose if the Image source should be populated by the Slide's social stream content"
"Set/change the image for the Layer","Set/change the image for the Layer"
"'Default' will use the Slider's Lazy Load setting, 'Force' will LazyLoad the image regardless of the Slider's settings, and 'Ignore' will set LazyLoad to off regardless of the Slider's settings.","'Default' will use the Slider's Lazy Load setting, 'Force' will LazyLoad the image regardless of the Slider's settings, and 'Ignore' will set LazyLoad to off regardless of the Slider's settings."
"Image Source Size","Image Source Size"
"The default WordPress Image size to be used when the image is loaded","The default WordPress Image size to be used when the image is loaded"
"The Layer's image will be populated automatically from the Slider's Video-Stream source","The Layer's image will be populated automatically from the Slider's Video-Stream source"
"Video Type","Video Type"
"Choose if the video should be loaded from YouTube, Vimeo or locally (HTML5)","Choose if the video should be loaded from YouTube, Vimeo or locally (HTML5)"
"YouTube/Vimeo ID","YouTube/Vimeo ID"
"The <a href='https://www.quora.com/What-is-a-YouTube-video-ID' target=_'blank'>YouTube ID</a> or <a href='https://docs.joeworkman.net/rapidweaver/stacks/vimeo/video-id' target='_blank'>Vimeo ID</a> for the video's source","The <a href='https://www.quora.com/What-is-a-YouTube-video-ID' target=_'blank'>YouTube ID</a> or <a href='https://docs.joeworkman.net/rapidweaver/stacks/vimeo/video-id' target='_blank'>Vimeo ID</a> for the video's source"
"HTML5 Video URL","HTML5 Video URL"
"The url for the locally loaded HTML5 Video","The url for the locally loaded HTML5 Video"
"HTML5 Audio URL","HTML5 Audio URL"
"The url for the locally loaded HTML5 Audio","The url for the locally loaded HTML5 Audio"
Preload,Preload
"The HTML5 Video/Audio <a href='https://www.w3schools.com/tags/att_video_preload.asp' target=_'blank'>preload behavior</a> for the currently selected Video Layer","The HTML5 Video/Audio <a href='https://www.w3schools.com/tags/att_video_preload.asp' target=_'blank'>preload behavior</a> for the currently selected Video Layer"
"Preload Delay","Preload Delay"
"Skip the preloading of HTML5 Audio by a set amount of seconds","Skip the preloading of HTML5 Audio by a set amount of seconds"
Autoplay,Autoplay
"The autoplay behavior for the currently selected Video Layer","The autoplay behavior for the currently selected Video Layer"
"Loop Video/Audio","Loop Video/Audio"
"Restart the video/audio every time it ends","Restart the video/audio every time it ends"
"Poster from Stream","Poster from Stream"
"The video's poster image will be populated automatically from the Slider's Video-Stream source","The video's poster image will be populated automatically from the Slider's Video-Stream source"
"Poster URL","Poster URL"
"Set/remove the video's preview image for the video","Set/remove the video's preview image for the video"
"Show Poster on Video Pause","Show Poster on Video Pause"
"Show the video's preview image whenever the video is paused by the user or on a Slide change","Show the video's preview image whenever the video is paused by the user or on a Slide change"
"No Poster on Mobile","No Poster on Mobile"
"Only show a video preview image on desktop computers","Only show a video preview image on desktop computers"
"Only Poster on Mobile","Only Poster on Mobile"
"Only show a video preview image on mobile devices","Only show a video preview image on mobile devices"
"Stop Other Media","Stop Other Media"
"Stop/pause other video/audio in the Slide when the currently selected Video Layer begins to play","Stop/pause other video/audio in the Slide when the currently selected Video Layer begins to play"
"Allow Fullscreen","Allow Fullscreen"
"Allow the video to be taken fullscreen by the user","Allow the video to be taken fullscreen by the user"
"Change to the next Slide when the video/audio ends","Change to the next Slide when the video/audio ends"
"Always play the video/audio from the beginning each time the Slide is shown","Always play the video/audio from the beginning each time the Slide is shown"
"No Interaction","No Interaction"
"Disable all possible user-interaction with the video","Disable all possible user-interaction with the video"
Controls,Controls
"Display controls in the video/audio player","Display controls in the video/audio player"
"Large Controls","Large Controls"
"Include large controls for HTML5 Video Layers","Include large controls for HTML5 Video Layers"
"Inline Mode","Inline Mode"
"Include a 'playsline' attribute with the video element.  This will prevent the video from being taken fullscreen when it initially plays on mobile devices.","Include a 'playsline' attribute with the video element.  This will prevent the video from being taken fullscreen when it initially plays on mobile devices."
"Video/Audio Volume","Video/Audio Volume"
"The initial volume for the video/audio.  Choose a number between 0-100","The initial volume for the video/audio.  Choose a number between 0-100"
"Column Structure","Column Structure"
"Choose the number of columns and their <a href='https://www.w3schools.com/tags/att_td_colspan.asp' target='_blank'>colspan</a> for the selected row","Choose the number of columns and their <a href='https://www.w3schools.com/tags/att_td_colspan.asp' target='_blank'>colspan</a> for the selected row"
"Break At","Break At"
"Choose which viewport the rows should collapse into single columns","Choose which viewport the rows should collapse into single columns"
"Row Position","Row Position"
"The vertical-align value for the row in relation to the Module's height (top, middle or bottom)","The vertical-align value for the row in relation to the Module's height (top, middle or bottom)"
"The CSS text-align for the Layer's text.  Also useful for aligning content inside rows/colums","The CSS text-align for the Layer's text.  Also useful for aligning content inside rows/colums"
"The vertical alignment for content inside a row/column","The vertical alignment for content inside a row/column"
"CSS Display","CSS Display"
"The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/display' target='_blank'>CSS display property</a> for the Layer as it fits inside the Column","The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/display' target='_blank'>CSS display property</a> for the Layer as it fits inside the Column"
"CSS Float","CSS Float"
"The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/float' target='_blank'>CSS float property</a> for the Layer as it fits inside the Column","The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/float' target='_blank'>CSS float property</a> for the Layer as it fits inside the Column"
"CSS Clear","CSS Clear"
"The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/clear' target='_blank'>CSS clear property</a> for the Layer as it fits inside the Column","The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/clear' target='_blank'>CSS clear property</a> for the Layer as it fits inside the Column"
"Add Linebreak Before","Add Linebreak Before"
"Add a linebreak before the currently selected Layer.  Useful when floats are used.","Add a linebreak before the currently selected Layer.  Useful when floats are used."
"Add Linebreak After","Add Linebreak After"
"Add a linebreak after the currently selected Layer.  Useful when floats are used.","Add a linebreak after the currently selected Layer.  Useful when floats are used."
"Layer HTML Tag","Layer HTML Tag"
"Choose which HTML tag should be used for the Layer.  Useful for SEO purposes","Choose which HTML tag should be used for the Layer.  Useful for SEO purposes"
"Font Size","Font Size"
"The Layer's font-size for the currently selected viewport","The Layer's font-size for the currently selected viewport"
"Line Height","Line Height"
"The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_line-height.asp' target=_'blank'>CSS line-height</a> value for the currently selected viewport","The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_line-height.asp' target=_'blank'>CSS line-height</a> value for the currently selected viewport"
"Font Weight","Font Weight"
"The Layer's <a href=https://www.w3schools.com/cssref/pr_font_weight.asp' target=_'blank'>CSS font-weight</a> value for the currently selected viewport","The Layer's <a href=https://www.w3schools.com/cssref/pr_font_weight.asp' target=_'blank'>CSS font-weight</a> value for the currently selected viewport"
"Letter Spacing","Letter Spacing"
"The Layer's <a href=https://www.w3schools.com/cssref/pr_text_letter-spacing.asp' target=_'blank'>CSS letter-spacing</a> value for the currently selected viewport","The Layer's <a href=https://www.w3schools.com/cssref/pr_text_letter-spacing.asp' target=_'blank'>CSS letter-spacing</a> value for the currently selected viewport"
"Font Family","Font Family"
"The Google Font for the currently selected Layer's text","The Google Font for the currently selected Layer's text"
"The text color for the currently selected Layer","The text color for the currently selected Layer"
"Font-Style: Italic","Font-Style: Italic"
"Add italics to the currently selected Layer's text","Add italics to the currently selected Layer's text"
"Text Decoration","Text Decoration"
"Add an text underline to the currently selected Layer's text","Add an text underline to the currently selected Layer's text"
"Text Transform","Text Transform"
"The CSS <a href='https://www.w3schools.com/cssref/pr_text_text-transform.asp' target='_blank'>text-transform</a> value for the text","The CSS <a href='https://www.w3schools.com/cssref/pr_text_text-transform.asp' target='_blank'>text-transform</a> value for the text"
"Layer is Selectable","Layer is Selectable"
"The CSS <a href='https://www.w3schools.com/cssref/css3_pr_user-select.asp' target='_blank'>user-select</a> value for the text","The CSS <a href='https://www.w3schools.com/cssref/css3_pr_user-select.asp' target='_blank'>user-select</a> value for the text"
"SVG Original Color","SVG Original Color"
"Disable this option to change color of svg elements in layer","Disable this option to change color of svg elements in layer"
"SVG Color","SVG Color"
"The color of the currently selected SVG Layer","The color of the currently selected SVG Layer"
"Stroke/Border Color","Stroke/Border Color"
"The border/stroke color of the currently selected SVG Layer","The border/stroke color of the currently selected SVG Layer"
"Stroke/Border Width/Size","Stroke/Border Width/Size"
"The border/stroke width/size of the currently selected SVG Layer","The border/stroke width/size of the currently selected SVG Layer"
Dash-Array,Dash-Array
"The <a href='https://developer.mozilla.org/en-US/docs/Web/SVG/Attribute/stroke-dasharray' target='_blank'>dash-array</a> for the currently selected SVG.  Displays the SVG stroke/border as dashes.","The <a href='https://developer.mozilla.org/en-US/docs/Web/SVG/Attribute/stroke-dasharray' target='_blank'>dash-array</a> for the currently selected SVG.  Displays the SVG stroke/border as dashes."
"Dash-Array Offset","Dash-Array Offset"
"The <a href='https://developer.mozilla.org/en-US/docs/Web/SVG/Attribute/stroke-dashoffset' target='_blank'>stroke-dash-offset</a> for the currently selected SVG","The <a href='https://developer.mozilla.org/en-US/docs/Web/SVG/Attribute/stroke-dashoffset' target='_blank'>stroke-dash-offset</a> for the currently selected SVG"
"SVG Style All Elements","SVG Style All Elements"
"By default only SVG path gets custom style, Enabling this option will style all svg elements like ellipse, polygon etc","By default only SVG path gets custom style, Enabling this option will style all svg elements like ellipse, polygon etc"
"Set a background color for the Layer","Set a background color for the Layer"
"Set a background image for the Layer","Set a background image for the Layer"
"BG Image Position","BG Image Position"
"The CSS background-position for the Layer's background image","The CSS background-position for the Layer's background image"
"BG Image Fit","BG Image Fit"
"The css background-size value for the Layer's background image","The css background-size value for the Layer's background image"
"BG Image Repeat","BG Image Repeat"
"The css background-repeat value for the Layer's background image","The css background-repeat value for the Layer's background image"
"The top margin for the currently Selected Layer.  Useful for rows/columns.","The top margin for the currently Selected Layer.  Useful for rows/columns."
"Margin Right","Margin Right"
"The right margin for the currently Selected Layer.  Useful for rows/columns.","The right margin for the currently Selected Layer.  Useful for rows/columns."
"The bottom margin for the currently Selected Layer.  Useful for rows/columns.","The bottom margin for the currently Selected Layer.  Useful for rows/columns."
"Margin Left","Margin Left"
"The left margin for the currently Selected Layer.  Useful for rows/columns.","The left margin for the currently Selected Layer.  Useful for rows/columns."
"The top padding for the currently Selected Layer","The top padding for the currently Selected Layer"
"Padding Right","Padding Right"
"The right padding for the currently Selected Layer","The right padding for the currently Selected Layer"
"The bottom padding for the currently Selected Layer","The bottom padding for the currently Selected Layer"
"Padding Left","Padding Left"
"The left padding for the currently Selected Layer","The left padding for the currently Selected Layer"
"Border Color","Border Color"
"Add a border to the Layer's HTML element","Add a border to the Layer's HTML element"
"Border Style","Border Style"
"The <a href='https://www.w3schools.com/cssref/pr_border-style.asp' target='_blank'>CSS border-style</a> to use for the Layer's border","The <a href='https://www.w3schools.com/cssref/pr_border-style.asp' target='_blank'>CSS border-style</a> to use for the Layer's border"
"Border Top Size","Border Top Size"
"The border's top size (border-top-width)","The border's top size (border-top-width)"
"Border Right Size","Border Right Size"
"The border's right size (border-right-width)","The border's right size (border-right-width)"
"Border Bottom Size","Border Bottom Size"
"The border's bottom size (border-bottom-width)","The border's bottom size (border-bottom-width)"
"Border Left Size","Border Left Size"
"The border's left size (border-left-width)","The border's left size (border-left-width)"
"Border Radius Top Left","Border Radius Top Left"
"The top-left corner border-radius (px or %)","The top-left corner border-radius (px or %)"
"Border Radius Top Right","Border Radius Top Right"
"The top-right corner border-radius (px or %)","The top-right corner border-radius (px or %)"
"Border Radius Bottom Left","Border Radius Bottom Left"
"The bottom-left corner border-radius (px or %)","The bottom-left corner border-radius (px or %)"
"Border Radius Bottom Right","Border Radius Bottom Right"
"The bottom-right corner border-radius (px or %)","The bottom-right corner border-radius (px or %)"
"Align the Layer horizontally to the Slider content or the entire Slider","Align the Layer horizontally to the Slider content or the entire Slider"
"Align the Layer vertically to the Slider content or the entire Slider","Align the Layer vertically to the Slider content or the entire Slider"
"Offset the Layer's horizontal position by this amount.  Accepts positive and negative values.","Offset the Layer's horizontal position by this amount.  Accepts positive and negative values."
"Offset the Layer's vertical position by this amount.  Accepts positive and negative values.","Offset the Layer's vertical position by this amount.  Accepts positive and negative values."
"Layer Width","Layer Width"
"The Layer's width for the current device viewport","The Layer's width for the current device viewport"
"Layer Height","Layer Height"
"The Layer's height for the current device viewport","The Layer's height for the current device viewport"
"Size Presets","Size Presets"
"Choose to set the Layer's width/height as full-width, full-height.  'Stretch' will be 100% width/height, 'Cover' will maintain aspect ratio.","Choose to set the Layer's width/height as full-width, full-height.  'Stretch' will be 100% width/height, 'Cover' will maintain aspect ratio."
"The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_min-width.asp' target='_blank'>CSS min-width</a> for the current device viewport","The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_min-width.asp' target='_blank'>CSS min-width</a> for the current device viewport"
"Maximum Width","Maximum Width"
"The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_max-width.asp' target='_blank'>CSS max-width</a> for the current device viewport","The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_max-width.asp' target='_blank'>CSS max-width</a> for the current device viewport"
"Minimum Height","Minimum Height"
"The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_min-height.asp' target='_blank'>CSS min-height</a> for the current device viewport","The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_min-height.asp' target='_blank'>CSS min-height</a> for the current device viewport"
"Maximum Height","Maximum Height"
"The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_max-height.asp' target='_blank'>CSS max-height</a> for the current device viewport","The Layer's <a href='https://www.w3schools.com/cssref/pr_dim_max-height.asp' target='_blank'>CSS max-height</a> for the current device viewport"
"Inherit from Desktop","Inherit from Desktop"
"Automatically resize/reposition all Layers for each device viewport inside the editor","Automatically resize/reposition all Layers for each device viewport inside the editor"
"Reset from Desktop","Reset from Desktop"
"Reset the size/position of all Layers to their desktop values for each viewport inside the editor","Reset the size/position of all Layers to their desktop values for each viewport inside the editor"
"Resize Between Devices","Resize Between Devices"
"Rotation X","Rotation X"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer"
"Rotation Y","Rotation Y"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer"
"Rotation Z","Rotation Z"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer"
Opacity,Opacity
"Adjust the opacity/transparency for the currently selected Layer","Adjust the opacity/transparency for the currently selected Layer"
"Enable Box Shadow","Enable Box Shadow"
"Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer"
"Apply Shadow to","Apply Shadow to"
"'Wrapper Container' is the Layer's outer-most HTML wrapper div, and 'Layer Container' is the content's main div","'Wrapper Container' is the Layer's outer-most HTML wrapper div, and 'Layer Container' is the content's main div"
"The horizontal offset for the <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>","The horizontal offset for the <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>"
"The vertical offset for the <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>","The vertical offset for the <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>"
"Blur Radius","Blur Radius"
"The blur-radius value for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>","The blur-radius value for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>"
Spread,Spread
"The spread value for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>","The spread value for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>"
"Shadow Color","Shadow Color"
"The rgba color for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>","The rgba color for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>box-shadow</a>"
"Enable Text Shadow","Enable Text Shadow"
"Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer"
"The horizontal offset for the <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>","The horizontal offset for the <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>"
"The vertical offset for the <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>","The vertical offset for the <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>"
"The blur-radius value for the Layer's <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>","The blur-radius value for the Layer's <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>"
"The rgba color for the Layer's <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>","The rgba color for the Layer's <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>text-shadow</a>"
"Blend Mode Filter","Blend Mode Filter"
"The CSS <a href='https://www.w3schools.com/cssref/pr_background-blend-mode.asp' target='_blank'>background-blend-mode</a> filter for the currently selected Layer","The CSS <a href='https://www.w3schools.com/cssref/pr_background-blend-mode.asp' target='_blank'>background-blend-mode</a> filter for the currently selected Layer"
"Show in Editor Preview","Show in Editor Preview"
"Show the blend-mode both live in the Slider and also in the admin editing stage","Show the blend-mode both live in the Slider and also in the admin editing stage"
"Enable Spike Masks","Enable Spike Masks"
"Add creative edges and corners to your content","Add creative edges and corners to your content"
"Left Spike","Left Spike"
"Add creative edges and corners to the left side of your content","Add creative edges and corners to the left side of your content"
"Left Spike Width","Left Spike Width"
"The percentage of your content's width to use when the spike(s) are drawn on the left side","The percentage of your content's width to use when the spike(s) are drawn on the left side"
"Add creative edges and corners to the right side of your content","Add creative edges and corners to the right side of your content"
"Right Spike Width","Right Spike Width"
"The percentage of your content's width to use when the spike(s) are drawn on the right side","The percentage of your content's width to use when the spike(s) are drawn on the right side"
"Left Corner","Left Corner"
"Mask your content with diagonal slice from the left side","Mask your content with diagonal slice from the left side"
"Right Corner","Right Corner"
"Mask your content with diagonal slice from the right side","Mask your content with diagonal slice from the right side"
"Start/In Animation: From","Start/In Animation: From"
"The Layer animation's starting point values before it first animates into view","The Layer animation's starting point values before it first animates into view"
"Start/In Animation: To","Start/In Animation: To"
"The ending values for the Layer's very first animation","The ending values for the Layer's very first animation"
"Animate Again To...","Animate Again To..."
"An additional animation to add to the Layer after its already animated into view","An additional animation to add to the Layer after its already animated into view"
"End/Out Animation: To","End/Out Animation: To"
"The Layer's final animation when it's meant to be hidden or when the Slide changes","The Layer's final animation when it's meant to be hidden or when the Slide changes"
"Set as Editor View","Set as Editor View"
"Set the selected animation point as the default view when editing your content","Set the selected animation point as the default view when editing your content"
"Animation Name","Animation Name"
"Give the animation a name for editing purposes","Give the animation a name for editing purposes"
"The total duration for the selected animation","The total duration for the selected animation"
"The easing equation to use for the selected animation","The easing equation to use for the selected animation"
"Wait for Action","Wait for Action"
"The selected animation will only start when it's called from a <a href='http://docs.themepunch.com/slider-revolution/layer-actions/' target=_'blank'>Layer Action</a>","The selected animation will only start when it's called from a <a href='http://docs.themepunch.com/slider-revolution/layer-actions/' target=_'blank'>Layer Action</a>"
"The Layer's opacity to apply to the currently selected animation frame","The Layer's opacity to apply to the currently selected animation frame"
TranslateX,TranslateX
"The 'x' (left) position to apply to the currently selected animation frame.  Accepts positive and negative numbers.","The 'x' (left) position to apply to the currently selected animation frame.  Accepts positive and negative numbers."
TranslateY,TranslateY
"The 'y' (top) position to apply to the currently selected animation frame.  Accepts positive and negative numbers.","The 'y' (top) position to apply to the currently selected animation frame.  Accepts positive and negative numbers."
TranslateZ,TranslateZ
"The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translateZ' target=_'blank'>CSS translateZ</a> to apply to the selected animation frame.  This adds/removes 3D depth to the Layer","The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translateZ' target=_'blank'>CSS translateZ</a> to apply to the selected animation frame.  This adds/removes 3D depth to the Layer"
"Transform Perspective","Transform Perspective"
"The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/perspective' target=_'blank'>CSS perspective</a> to apply to the selected animation frame","The <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/perspective' target=_'blank'>CSS perspective</a> to apply to the selected animation frame"
scaleX,scaleX
"Scale the Layer's width by this amount for the selected animation frame","Scale the Layer's width by this amount for the selected animation frame"
scaleY,scaleY
"Scale the Layer's height by this amount for the selected animation frame","Scale the Layer's height by this amount for the selected animation frame"
skewX,skewX
"Skew/distort the Layer horizontally by this amount for the selected animation frame.  Accepts positive and negative values.","Skew/distort the Layer horizontally by this amount for the selected animation frame.  Accepts positive and negative values."
skewY,skewY
"Skew/distort the Layer vertically by this amount for the selected animation frame.  Accepts positive and negative values.","Skew/distort the Layer vertically by this amount for the selected animation frame.  Accepts positive and negative values."
rotateX,rotateX
"Rotate the Layer on its 'x' axis by this amount for the selected animation frame.  Accepts positive and negative values.","Rotate the Layer on its 'x' axis by this amount for the selected animation frame.  Accepts positive and negative values."
rotateY,rotateY
"Rotate the Layer on its 'y' axis by this amount for the selected animation frame.  Accepts positive and negative values.","Rotate the Layer on its 'y' axis by this amount for the selected animation frame.  Accepts positive and negative values."
"2D Rotation","2D Rotation"
"The Layer's <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotate' target='_blank'>2D Rotation</a> for the selected animation frame.  Accepts positive and negative values.","The Layer's <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotate' target='_blank'>2D Rotation</a> for the selected animation frame.  Accepts positive and negative values."
"Transform Origin X","Transform Origin X"
"The 'x' axis for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_transform-origin.asp' target='_blank'>transform-origin</a> applied to the selected animation frame.","The 'x' axis for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_transform-origin.asp' target='_blank'>transform-origin</a> applied to the selected animation frame."
"Transform Origin Y","Transform Origin Y"
"The 'y' axis for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_transform-origin.asp' target='_blank'>transform-origin</a> applied to the selected animation frame.","The 'y' axis for the Layer's <a href='https://www.w3schools.com/cssref/css3_pr_transform-origin.asp' target='_blank'>transform-origin</a> applied to the selected animation frame."
"Transform Origin Z","Transform Origin Z"
